k,state,true_mean,sample_mean,sample_std,abs_err
7,0,0.5,0.5035782958632788,0.04658540237867774,0.0035782958632788464
7,1,0.5,0.48775992491517434,0.0494451839626418,0.012240075084825663
7,2,0.5,0.4934541021173294,0.044648231370114665,0.006545897882670626
7,3,0.5,0.4792282596543137,0.047305889561926724,0.020771740345686296
7,4,0.5,0.4893340228525165,0.04654012696433065,0.010665977147483519
7,5,0.5,0.48177341755237363,0.052139613970195314,0.01822658244762637
7,6,0.5,0.49116506931773324,0.04667971869936437,0.008834930682266762
7,7,0.5,0.4856844307707361,0.05115694399829895,0.014315569229263914
7,8,0.5,0.48991767467937697,0.051459737721141326,0.010082325320623031
7,9,0.5,0.47966538935091685,0.05256397920244246,0.02033461064908315
7,10,0.5,0.490938817475834,0.05226077502017646,0.00906118252416599
7,11,0.5,0.4839362498163491,0.05046251640332964,0.016063750183650916
7,12,0.5,0.49617291775157435,0.048284332564311014,0.0038270822484256506
7,13,0.5,0.48554341562485986,0.05340811282261258,0.014456584375140136
7,14,0.5,0.49067000670148475,0.05142054760552942,0.009329993298515249
7,15,0.5,0.485346404393834,0.05340538572845424,0.014653595606166026
7,16,0.5,0.4976492992501008,0.047367357298923066,0.0023507007498991817
7,17,0.5,0.48512642541267753,0.04844957760548452,0.014873574587322469
7,18,0.5,0.4995635499596532,0.05236534333466712,0.0004364500403468141
7,19,0.5,0.48381678907016756,0.048486370212446395,0.016183210929832437
7,20,0.5,0.500127116787829,0.04479718785292546,0.00012711678782895142
7,21,0.5,0.48525378934139196,0.05086229606436988,0.014746210658608039
7,22,0.6666666666666666,0.4861377882503774,0.04891785537498503,0.18052887841628923
7,23,0.5,0.48243461218842787,0.053324996457668826,0.01756538781157213
7,24,0.5,0.5010368370760524,0.04888213030845113,0.0010368370760523993
7,25,0.3333333333333333,0.4902711944564483,0.05152103154650723,0.15693786112311497
7,26,0.5,0.4920325448385929,0.051263501799030886,0.007967455161407122
7,27,0.5,0.48883988991533484,0.04525685072657616,0.011160110084665165
7,28,0.5,0.4948217349520175,0.04910548520418771,0.005178265047982522
7,29,0.5,0.48717755096090165,0.049203901034835636,0.01282244903909835
7,30,0.5,0.49372931012229154,0.04972400544470588,0.006270689877708457
7,31,0.5,0.4820169859766735,0.05480103929772315,0.017983014023326527
7,32,0.5,0.49244109098396593,0.04878266582533383,0.0075589090160340655
7,33,0.5,0.489396039542578,0.04909856487227055,0.010603960457422013
7,34,0.5,0.4978874958061368,0.04674733438127489,0.0021125041938632183
7,35,0.5,0.49073595871278547,0.045916433171353035,0.00926404128721453
7,36,0.5,0.4932037707431965,0.04573975113748823,0.00679622925680351
7,37,0.5,0.4784720861065124,0.049267123885550816,0.021527913893487627
7,38,0.5,0.4907388948190091,0.05014977243422687,0.00926110518099088
7,39,0.5,0.48532876774645417,0.05251975531498249,0.01467123225354583
7,40,0.5,0.49473865918696547,0.045546337078865226,0.005261340813034532
7,41,0.5,0.49113733173590224,0.04913351543551705,0.008862668264097762
7,42,0.5,0.49255564568652993,0.04671874230956106,0.00744435431347007
7,43,0.5,0.48718186373264344,0.05372837674532063,0.012818136267356561
7,44,0.5,0.49074882789467666,0.05165819132921164,0.009251172105323335
7,45,0.6666666666666666,0.48055655999332403,0.04857997077844465,0.1861101066733426
7,46,0.5,0.489126647765919,0.04748295947755897,0.01087335223408098
7,47,0.5,0.49102752363992347,0.058175473795524506,0.008972476360076531
7,48,0.5,0.4938606694299088,0.052812373865150905,0.006139330570091195
7,49,0.5,0.4861488010681336,0.050065460631151006,0.013851198931866426
7,50,0.6666666666666666,0.49101588961986453,0.05114993955022861,0.1756507770468021
7,51,0.3333333333333333,0.4851961074524152,0.05274374128395643,0.1518627741190819
