k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
1,L6_D128_H8_M512,True,balanced,True,2000,2000,2032,8,0.4676723413434012,0.4636737195532127,0.8623783539083265,0.09154281501160799,2.9490421552030316e+18,0,-1,artifacts/markov_k1_gaplt1_highcap_run2/k1/training_history.csv,artifacts/markov_k1_gaplt1_highcap_run2/k1/figures/step1_training_curve.png,checkpoints/markov_k1_gaplt1_highcap_run2/k1/best.pt
