k,transformer_step2_posterior_mae,bayes_baseline_step2_posterior_mae,step2_mae_diff,step2_mae_ratio,transformer_step3_lpe_median_rel_error_pct,bayes_baseline_step3_lpe_median_rel_error_pct,step3_rel_error_diff_pct,step3_rel_error_ratio
3,0.2571952008901067,0.002606885930319963,0.25458831495978673,98.65993670790927,2307334556468.1216,9977788471.090942,2297356767997.031,231.24709079103621
