k,baseline_name,target_mode,rollout_length,num_posterior_samples,step2_posterior_mae,step2_posterior_rmse,step3_lpe_rel_error_median_pct,step3_lpe_rel_error_mean_pct
3,true_bayes_predictive,balanced,8000,50,0.002606885930319963,0.003530766775673709,9977788471.090942,24799812893598.66
