k,context_id,context_len,target_len,true_prob,true_log10_prob,posterior_estimate,posterior_std_error,relative_error_pct
1,0,100,100,7.192774060647564e-31,-30.14310358153921,2.8779809362355688e-31,1.0390907942186207e-32,59.987886287415726
1,1,100,100,6.079861224431903e-16,-15.216106333581093,1.0669726234245288e-40,8.405679147214001e-41,100.0
1,2,100,100,9.230395744383908e-41,-40.03477967861463,3.443307453214924e-32,4.247387799700853e-33,37304006668.18165
1,3,100,100,1.053882072314189e-42,-41.97720798324924,6.26378014685948e-43,5.4480069539381514e-43,40.56469588570733
1,4,100,100,2.3057839154000924e-44,-43.6371813946764,5.0816592278467907e-48,3.402109335831902e-48,99.97796125129547
1,5,100,100,1.701638789822934e-21,-20.769132623003042,7.155223511556565e-39,6.460634369506065e-39,100.0
1,6,100,100,4.408056038927205e-27,-26.35575289300333,9.936092963638763e-36,3.956352649768351e-36,99.99999977459242
1,7,100,100,6.780524546324288e-65,-64.16873670749543,7.450456053405666e-40,7.330609494024332e-40,1.0988023127863386e+27
