true_mean,sample_mean,abs_mean_error,true_std,sample_std,abs_std_error,wasserstein1,ks_cdf,cvm_int,pit_ks,pit_cvm,quantile_rmse,coverage_mae,coverage_max_abs,context_id,p_true,context_ones,context_zeros,alpha_post,beta_post
0.6923076923076923,0.6922400343418121,6.765796588015238e-05,0.06339718336093339,0.06420031988870618,0.0008031365277727937,0.003908790850594011,0.0574718816797144,7.278964946802814e-05,0.05747467504577031,0.06606844749509592,0.005620654304920576,0.012499999999999956,0.02499999999999991,1,0.7440394759178162,35,15,36.0,16.0
0.9230769230769231,0.9129900428652763,0.010086880211646831,0.03660238087929896,0.03923117691393595,0.0026287960346369904,0.009868826658098623,0.1289008620769071,0.0006835262531949286,0.13477759645415155,1.1872952107628825,0.011968500895112838,0.023749999999999993,0.05500000000000005,2,0.9112125635147095,47,3,48.0,4.0
0.8846153846153846,0.8611550396680832,0.023460344947301426,0.04388471301231017,0.04958228832836556,0.005697575316055387,0.023295913721524085,0.24501816484669797,0.0036728642490146427,0.2481139938030416,4.9477357319762545,0.024808679144249796,0.07,0.13,3,0.9537593126296997,45,5,46.0,6.0
0.34615384615384615,0.36721501797437667,0.021061171820530522,0.0653483208409447,0.0625367354954228,0.002811585345521908,0.02154834082540389,0.17708058219372572,0.002435909009310073,0.18001983008104364,2.5934362720195288,0.0235520377765805,0.010000000000000009,0.015000000000000013,4,0.38031694293022156,17,33,18.0,34.0
0.19230769230769232,0.20030000895261765,0.007992316644925335,0.05413565138333313,0.06743014574639225,0.013294494363059121,0.013454590858454081,0.11917377354709557,0.0009215989014368471,0.12169725053214941,0.7425971508542183,0.01547355039430458,0.11875000000000002,0.14,5,0.18481378257274628,9,41,10.0,42.0
0.8653846153846154,0.8417450377345085,0.023639577650106935,0.04688284934838468,0.052327726739173,0.005444877390788319,0.023430799943838364,0.21277454864890727,0.003283051764330749,0.2155685595878897,4.277852562796152,0.022365177996061265,0.053750000000000006,0.08000000000000002,6,0.8907660245895386,44,6,45.0,7.0
0.7307692307692307,0.7245800337195396,0.00618919704969112,0.060927665452982185,0.05608145299715119,0.0048462124558309935,0.007918577469817325,0.09373312895826935,0.0003569622733153305,0.09582540931766426,0.3012231889674304,0.014240472118053535,0.04749999999999996,0.06999999999999995,7,0.7346766591072083,37,13,38.0,14.0
0.3269230769230769,0.35741001650691034,0.030486939583833417,0.06443431329777005,0.05851686371622036,0.005917449581549689,0.030425818652205817,0.24259448283468843,0.004582546493206713,0.24564833975899503,4.845214297812159,0.03041972630546065,0.013750000000000012,0.030000000000000027,8,0.4241982400417328,16,34,17.0,35.0
0.7115384615384616,0.7106150335073471,0.0009234280311144483,0.06223077550991086,0.056924765915139806,0.005306009594771052,0.004729615459265698,0.052953015439101137,0.00010856075690126309,0.05505129778552631,0.08131826047898642,0.006179565912200981,0.024999999999999994,0.04499999999999993,9,0.7817285060882568,36,14,37.0,15.0
0.8846153846153846,0.8629200401902198,0.021695344425164742,0.04388471301231017,0.05254769271574264,0.008662979703432466,0.021509055668140112,0.21800142478737317,0.002959564953192525,0.2214507675080341,3.693587532313235,0.024597165103869494,0.08374999999999999,0.13,10,0.9262607097625732,45,5,46.0,6.0
0.8653846153846154,0.840535039305687,0.02484957607892846,0.04688284934838468,0.04736036231915954,0.00047751297077486266,0.024759212468970362,0.2339340708272627,0.004022888026632105,0.23776098974667154,5.491122169185964,0.022941273681350724,0.03500000000000002,0.065,11,0.829251229763031,44,6,45.0,7.0
0.038461538461538464,0.059370002634823324,0.02090846417328486,0.02641549306705558,0.015878088263151582,0.010537404803904,0.021908112178973493,0.5333818385738132,0.00812143732548321,0.5403143892099018,22.586438691195838,0.023364266147737418,0.08374999999999998,0.18,12,0.014390756376087666,1,49,2.0,50.0
0.9423076923076923,0.9278950437903404,0.014412648517351911,0.03202708326938659,0.03372820806392513,0.0017011247945385444,0.01416822672615034,0.2304693298103968,0.0018338849336638464,0.23748554744091532,4.4046603006858005,0.015578586785901917,0.044999999999999984,0.10499999999999998,13,0.9325802326202393,48,2,49.0,3.0
0.4423076923076923,0.4470500208437443,0.0047423285360519984,0.06822155881697267,0.05955562310951188,0.008665935707460791,0.008637018813346732,0.07478625049957521,0.00033474911184990994,0.07724546388631487,0.2565310767120796,0.011428690378431429,0.04874999999999999,0.09499999999999997,14,0.3528101146221161,22,28,23.0,29.0
0.6346153846153846,0.6432400314509868,0.008624646835602268,0.0661443102453068,0.062197631922545384,0.003946678322761417,0.011565604534370307,0.1130221615649335,0.0008022246261719497,0.11302361748385964,0.8228153012307532,0.011458528656365964,0.014999999999999986,0.025000000000000022,15,0.5736919045448303,32,18,33.0,19.0
0.7692307692307693,0.7607650351524353,0.008465734078333953,0.05787344568179067,0.04962229340154507,0.008251152280245595,0.010541180907340408,0.125269532310899,0.0007595539494982918,0.12828016295512434,0.8765482258654071,0.014850444384045388,0.05875,0.14,16,0.7553910613059998,39,11,40.0,12.0
0.8076923076923077,0.79341503739357,0.01427727029873771,0.05413565138333313,0.049348755337441284,0.004786896045891845,0.014531344935012592,0.14633383676773382,0.0013715046248936437,0.14971894910658534,1.8158845053260522,0.016503851899793524,0.04124999999999995,0.06999999999999995,17,0.7274623513221741,41,9,42.0,10.0
0.7692307692307693,0.7549900379776955,0.01424073125307379,0.05787344568179067,0.05130762627765525,0.00656581940413542,0.015063077658660768,0.15200469003789652,0.00139286639921679,0.15543178613490227,1.7011981905569877,0.01679386965530053,0.04499999999999996,0.06499999999999995,18,0.7905453443527222,39,11,40.0,12.0
