k,state,true_mean,sample_mean,sample_std,abs_err
3,0,0.7924528301886793,0.54,0.13564659966250542,0.25245283018867926
3,1,0.27802690582959644,0.5866666666666667,0.32870114761656144,0.30863976083707023
3,2,0.4557377049180328,0.7533333333333333,0.25274053449689804,0.2975956284153005
3,3,0.88,0.8034285714285714,0.2003325806181882,0.07657142857142862
3,4,0.4349775784753363,0.71,0.30149626863362666,0.27502242152466366
3,5,0.3793103448275862,0.7972619047619045,0.1999300118471167,0.4179515599343183
3,6,0.62,0.8353333333333333,0.18632826468955863,0.21533333333333327
3,7,0.980063917211992,0.7660692728959319,0.11070121323919026,0.2139946443160602
