k,context_id,context_len,target_len,true_prob,true_log10_prob,posterior_estimate,posterior_std_error,relative_error_pct
1,0,15,100,7.753218860741133e-39,-38.11051795643154,2.8709634593878297e-31,1.034541537942207e-31,3702930916.077873
1,1,11,100,5.398870697990536e-28,-27.267697073681127,3.6346483496566164e-31,1.5481779671221335e-31,99.93267761809874
