k,transformer_step2_posterior_mae,bayes_baseline_step2_posterior_mae,step2_mae_diff,step2_mae_ratio,transformer_step3_lpe_median_rel_error_pct,bayes_baseline_step3_lpe_median_rel_error_pct,step3_rel_error_diff_pct,step3_rel_error_ratio
1,0.016006808424533392,0.003266395215694551,0.012740413208838841,4.900450609167875,99.99933860345419,1658817600.147489,-1658817500.1481504,6.028350470513637e-08
2,0.16419261917220546,0.019138221214556272,0.14505439795764918,8.57930407071075,2.9703638606604206e+18,45450132.870516405,2.9703638606149704e+18,65354349328.80695
3,0.06466420477049831,0.013119418996739813,0.0515447857737585,4.928892414105184,128.16316687615304,521.350887030799,-393.18772015464594,0.24582899936368913
