metric,mean,median,std,p90,p95,min,max,perfect_match_expected_mean
wasserstein1,0.034913363425599225,0.02127299883554237,0.039738018863670066,0.0907617495521279,0.0978168729571756,0.002982503940195373,0.1927729666859707,0.0019701757079437178
ks_cdf,0.43535159888040625,0.38038731247561314,0.2424050716057282,0.7507260151690056,0.8755334516295581,0.07964022448299271,0.9796565100095105,0.057049486640338945
cvm_int,0.018295820344777464,0.006087791676444965,0.03143953957291578,0.041403242590068924,0.06649404520313862,0.00013411263971600468,0.15606442211252763,6.139709487945937e-05
pit_ks,0.4385475370107708,0.38474509892821174,0.24195036244772558,0.7541694993169691,0.8772760909477748,0.08107852366203094,0.9804721649535715,0.060388783369275396
pit_cvm,22.261697550114683,16.054386979447433,19.40475231719142,50.482303288546326,59.47912897681475,0.3786491549487799,65.93622311881796,0.1648318632926409
quantile_rmse,0.035345839265322795,0.02131421649315589,0.03955728951305699,0.09046271010845963,0.09757997027724107,0.0027919031839720005,0.1925331778778437,0.002451356481241022
coverage_mae,0.28952083333333334,0.2171875,0.2143686652912789,0.6035625000000001,0.7006562499999999,0.03937500000000001,0.78125,0.01996770833333333
