k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
1,L2_D64_H4_M256,True,balanced,True,2000,2000,2032,64,0.4710249869807951,0.4629658647342595,1.7407594944740694,0.10303192956405816,80579210.91860504,0,-1,artifacts/markov_k123_transformer_500_ctx1000x2k_balanced/k1/training_history.csv,artifacts/markov_k123_transformer_500_ctx1000x2k_balanced/k1/figures/step1_training_curve.png,checkpoints/markov_k123_ctx1000x2k/k1/best.pt
