step,train_loss,lr,elapsed_sec,eval_model_nll,eval_bayes_nll,eval_gap_pct,eval_fresh
1,0.7074057683348656,1.4999999999999998e-06,1.6666345596313477,nan,nan,nan,0
2,0.7062342241406441,2.9999999999999997e-06,2.866701364517212,nan,nan,nan,0
3,0.7034328356385231,4.5e-06,4.0779709815979,nan,nan,nan,0
4,0.6991338655352592,5.999999999999999e-06,5.2823569774627686,nan,nan,nan,0
5,0.6955490261316299,7.499999999999999e-06,6.49467134475708,nan,nan,nan,0
6,0.6892856582999229,9e-06,7.7026472091674805,nan,nan,nan,0
7,0.6837116256356239,1.05e-05,8.904913425445557,nan,nan,nan,0
8,0.6752946376800537,1.1999999999999999e-05,10.106618642807007,nan,nan,nan,0
9,0.669418677687645,1.3499999999999998e-05,11.309463024139404,nan,nan,nan,0
10,0.6605227217078209,1.4999999999999999e-05,12.510307550430298,nan,nan,nan,0
11,0.6529412418603897,1.6499999999999998e-05,13.71267056465149,nan,nan,nan,0
12,0.6520449668169022,1.8e-05,14.912323474884033,nan,nan,nan,0
13,0.6349776685237885,1.95e-05,16.113667011260986,nan,nan,nan,0
14,0.6135483235120773,2.1e-05,17.318984508514404,nan,nan,nan,0
15,0.621636837720871,2.2499999999999998e-05,18.519963026046753,nan,nan,nan,0
16,0.6166084110736847,2.3999999999999997e-05,19.74899125099182,nan,nan,nan,0
17,0.5525983572006226,2.5499999999999996e-05,20.970771551132202,nan,nan,nan,0
18,0.6066908538341522,2.6999999999999996e-05,22.176907777786255,nan,nan,nan,0
19,0.6186251044273376,2.8499999999999998e-05,23.378093481063843,nan,nan,nan,0
20,0.6082121953368187,2.9999999999999997e-05,24.590320587158203,nan,nan,nan,0
21,0.5819060131907463,3.149999999999999e-05,25.79754114151001,nan,nan,nan,0
22,0.6062133237719536,3.2999999999999996e-05,27.00312042236328,nan,nan,nan,0
23,0.5848317667841911,3.45e-05,28.244648694992065,nan,nan,nan,0
24,0.5831004083156586,3.6e-05,29.451070308685303,nan,nan,nan,0
