k,state,true_mean,sample_mean,sample_std,abs_err
2,0,0.75,0.4911764705882353,0.008823529411764702,0.2588235294117647
2,1,0.6,0.5545098039215687,0.005490196078431375,0.0454901960784313
2,2,0.5,0.575107510751075,0.010751075107510777,0.07510751075107502
2,3,0.5714285714285714,0.5106374565011073,0.015224612464409981,0.06079111492746414
