k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
6,L6_D160_H8_M640,True,random,False,6400,6400,6432,1,0.6796601634227516,0.507245887498158,33.99027575659145,nan,nan,4500,200,artifacts/markov_k456_overnight_overnightD_025644/k6/attempt03_l6d160_s4500/k6/training_history.csv,artifacts/markov_k456_overnight_overnightD_025644/k6/attempt03_l6d160_s4500/k6/figures/step1_training_curve.png,checkpoints/markov_k456_overnight_overnightD_025644/k6/attempt03_l6d160_s4500/k6/best.pt
