k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
2,L4_D128_H8_M512,True,random,True,4000,4000,4032,32,0.47442573534008503,0.3760889830838037,26.147203635148504,nan,nan,1,1,artifacts/_tmp_probe_k2_b32/k2/training_history.csv,artifacts/_tmp_probe_k2_b32/k2/figures/step1_training_curve.png,checkpoints/_tmp_probe_k2_b32/k2/best.pt
