trial,true_p,context_ones,context_len,target_ones,target_len,true_prob,estimate,std_error,coef_var,rel_error,log10_ratio,p_rollout_mean,p_rollout_std,bayes_mean,target_mode
24,0.21590418868563177,9,50,13,50,1.7254616016750356e-13,1.32933174297622e-13,1.0113391221690804e-14,0.7607876119055197,-0.22957906354697352,-0.1132719236217472,0.17264999520033597,0.056652668784950774,0.19230769230769232,bernoulli
25,0.06340542508420902,3,50,3,50,8.302512291381064e-06,6.807104766963196e-06,2.974668203354556e-07,0.4369946262310317,-0.18011506299969804,-0.08624709241160922,0.08834999734535813,0.03810561116399777,0.07692307692307693,bernoulli
26,0.4740199060014147,27,50,27,50,7.42558228649998e-16,3.158083888740204e-16,3.679535145667317e-17,1.1651163412049594,-0.5747021894186355,-0.37130685301341515,0.5879499866068363,0.0981194881822684,0.5384615384615384,bernoulli
27,0.7054189953649355,35,50,37,50,2.2736544627904117e-13,1.591745700387092e-13,1.098544629688707e-14,0.6901508384295023,-0.29991750002611495,-0.15485077831115213,0.769849979877472,0.0704577782617512,0.6923076923076923,bernoulli
28,0.8767404425961889,44,50,45,50,5.6654860549126326e-08,7.095178432775018e-08,1.3114849534930382e-09,0.18484171552823078,0.2523512305925944,0.09772614685854641,0.904499979019165,0.042906348948607634,0.8653846153846154,bernoulli
29,0.6129806051619177,35,50,32,50,3.856758450538586e-15,5.174147534389765e-16,1.0762713111061964e-16,2.0800939748099605,-0.8658420639833638,-0.8723836318530811,0.7672499814629554,0.07216631475077892,0.6923076923076923,bernoulli
30,0.8754103152928421,47,50,45,50,5.318470468054673e-08,6.694243725361133e-08,1.2725273279167773e-09,0.1900927692691871,0.25867836731820265,0.09991476811885125,0.925499981045723,0.029360865128067327,0.9230769230769231,bernoulli
31,0.8282212259843973,41,50,43,50,9.40008170106525e-10,1.1680238050161033e-09,4.161900555078419e-11,0.35631984016122337,0.24256771606967925,0.09432006574665053,0.8548499810695648,0.05111793047383273,0.8076923076923077,bernoulli
32,0.24632858592498913,13,50,17,50,6.100535252855667e-15,2.8017941864672692e-15,2.9799594492814103e-16,1.0635897039385274,-0.5407297769231402,-0.33793171128275645,0.24279999326914548,0.06888311985158588,0.2692307692307692,bernoulli
33,0.8295146876644186,42,50,44,50,6.1352318959631215e-09,8.132865017393617e-09,2.247011017177929e-10,0.27628775497592617,0.32560026341382536,0.12241258171119007,0.8725499805808067,0.05356626172249243,0.8269230769230769,bernoulli
34,0.7076767427341284,34,50,40,50,3.553900870368574e-12,1.0231920624481822e-11,3.1447858349894473e-13,0.3073504917019144,1.8790675366869962,0.4592518526052327,0.7554499819874764,0.0702529327697392,0.6730769230769231,bernoulli
35,0.300078761269035,13,50,15,50,3.584590369264161e-14,2.105339207781118e-14,1.676042963046256e-15,0.7960916496742059,-0.4126695128589271,-0.23111745522125204,0.23359999425709246,0.07686076830955656,0.2692307692307692,bernoulli
36,0.7673391978651181,37,50,31,50,1.252946370772843e-15,7.413635393443373e-17,3.584037356771901e-17,4.834385785874535,-0.9408303853510466,-1.2279012591221452,0.7972999814152718,0.06614822684543717,0.7307692307692307,bernoulli
37,0.8286995415593629,41,50,43,50,9.40008170106525e-10,1.1743895997470891e-09,4.026222713114694e-11,0.3428353515717239,0.2493397792638368,0.09668056823099747,0.8574499794840813,0.056719335303542236,0.8076923076923077,bernoulli
38,0.3194941060737115,10,50,14,50,6.501939222295944e-14,3.618313636981611e-14,3.4865125932510806e-15,0.9635739029410179,-0.4435023900909483,-0.2545366965683371,0.1813999950326979,0.05317119183720141,0.21153846153846154,bernoulli
39,0.5243378756272672,30,50,21,50,2.405942506197439e-16,2.273976530005469e-17,1.0965189545644642e-17,4.822032857840564,-0.9054850012355674,-1.0244992670065969,0.6686499834060669,0.08614978831239033,0.5961538461538461,bernoulli
40,0.1143381259610572,6,50,7,50,1.1284676003145691e-09,1.3122591442463473e-09,3.3623748254680575e-11,0.256227959257173,0.16286825060865265,0.06553051328833881,0.1354999961424619,0.05386330976448243,0.1346153846153846,bernoulli
41,0.5749145691359522,33,50,33,50,8.562579395785294e-15,2.4021766814323155e-15,3.151404681579975e-16,1.3118954596216157,-0.719456419567365,-0.5519996646350229,0.7314499814808368,0.07398490451880246,0.6538461538461539,bernoulli
42,0.2641157596666558,12,50,18,50,2.0870252180822034e-15,6.164912632538018e-16,1.0747596872415583e-16,1.7433494216431304,-0.7046076597865434,-0.529600770520883,0.21584999471902847,0.06619050719756608,0.25,bernoulli
43,0.7384672814932836,32,50,35,50,3.093441673869494e-14,2.355106136651752e-14,1.7340117980338348e-15,0.7362775592352175,-0.23867769787111576,-0.11843144782439197,0.7101999832689763,0.08181336439386241,0.6346153846153846,bernoulli
44,0.2062684725578623,10,50,12,50,7.074392566867643e-13,5.671684254559368e-13,3.133510771172063e-14,0.5524832890076856,-0.19827968253808093,-0.09597711022849609,0.1860499951429665,0.059418431955568354,0.21153846153846154,bernoulli
45,0.3314680306256902,17,50,23,50,3.6173100543465844e-16,1.8530814414496578e-16,3.0700354361153e-17,1.6567191098269398,-0.48771838365832576,-0.290491228868186,0.31084999289363624,0.0895200898654037,0.34615384615384615,bernoulli
46,0.06302702911106027,4,50,3,50,7.2646982549584295e-06,5.388761594475225e-06,3.2315322582568775e-07,0.5996799453087652,-0.2582263701321397,-0.12972860994841717,0.1010499974153936,0.0467044315385145,0.09615384615384616,bernoulli
47,0.07929672944593044,6,50,2,50,4.3119499319753254e-05,2.6637646814631138e-05,3.801181505643242e-06,1.4269959850790515,-0.3822366392267384,-0.2091778530527888,0.13334999665617941,0.05464621085100495,0.1346153846153846,bernoulli
48,0.49703165761580637,30,50,27,50,6.243463727097396e-16,1.6769076421926064e-16,3.0391067201751196e-17,1.8123280279177434,-0.7314138889099936,-0.5709164489752894,0.6619999852776527,0.09152531944018746,0.5961538461538461,bernoulli
49,0.4714812809839185,26,50,20,50,8.353780072312481e-16,4.165773546411028e-16,7.210166321497814e-17,1.730810914508218,-0.5013307137186981,-0.30218737974497856,0.5506499873101711,0.09618907830083842,0.5192307692307693,bernoulli
