k,state,true_mean,sample_mean,sample_std,abs_err
2,0,0.2544951590594744,0.2544180730640715,0.021801239879543903,7.70859954029035e-05
2,1,0.7253521126760564,0.7252529982768742,0.022775584633286387,9.911439918219855e-05
2,2,0.7849588719153937,0.7849610991407573,0.01931781854951008,2.2272253635824413e-06
2,3,0.6088607594936709,0.6069827328067547,0.016550079963822753,0.0018780266869161677
