k,baseline_name,rollout_length,num_posterior_samples,step2_posterior_mae,step2_posterior_rmse,step3_lpe_rel_error_median_pct,step3_lpe_rel_error_mean_pct
1,true_bayes_predictive,200,200,0.00833488280763263,0.008553036742889757,1244365599.442751,119873083069.9268
2,true_bayes_predictive,400,200,0.022853803216369324,0.026388538738787597,61045210.534489974,6296653319.2167425
3,true_bayes_predictive,800,200,0.019020066459048524,0.02268783322358715,95.29760104589056,1076049806.2164593
