k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
5,L6_D160_H8_M640,True,random,True,3200,3200,3232,1,1.1963896493533135,0.5401032018240469,121.51130474932262,nan,nan,1,1,artifacts/markov_k456_memcheck_big/k5/k5/training_history.csv,artifacts/markov_k456_memcheck_big/k5/k5/figures/step1_training_curve.png,checkpoints/markov_k456_memcheck_big/k5/k5/best.pt
