context_id,wasserstein1,ks_cdf,cvm_int,pit_ks,pit_cvm,quantile_rmse,coverage_mae,state0_abs_mean_error,state1_abs_mean_error
1,0.031956787112155105,0.3827295756689814,0.008527807184903138,0.38349336541915935,15.779529314242614,0.03621109554291341,0.2753125,0.049244505711213526,0.032641214952934594
2,0.024184622457460378,0.3044919211105328,0.0056735537122349225,0.30752662562163047,9.886782967836979,0.02665459855712081,0.1853125,0.014208678452335255,0.04025464573945159
3,0.026664606902818827,0.325130673126816,0.0072238498529311026,0.3278011329567523,11.713797454062597,0.02813036378656196,0.21156250000000001,0.020456754702619206,0.014213830550109385
4,0.032284268995226566,0.41462392225070854,0.01002723098066136,0.41567916547569284,17.620912907523024,0.03466695621626083,0.295625,0.03137327192835038,0.0316644818354791
5,0.03165540449130936,0.38553155654863014,0.008820885146319526,0.3885508066485492,14.3189984378627,0.03442958688624371,0.226875,0.042020124347585175,0.03461288936268747
6,0.06335434937330502,0.5447197327454624,0.029331843533695317,0.5464892451435819,30.421774899508527,0.06470563115715167,0.40375000000000005,0.07999619894061999,0.041736282992486995
7,0.11292813233608848,0.4975507879761385,0.050990092803631475,0.49781902006059653,25.203726953763784,0.11777857262674402,0.38375000000000004,0.2142667161276629,0.1839901159055073
8,0.06887836847003079,0.43700623599439714,0.02498815752120492,0.43828706182956967,19.071018744275335,0.08141520765009863,0.2784375,0.006606141675767618,0.04152567355264322
9,0.018353156934357094,0.2454697211733568,0.0033809944155486016,0.2485959949470369,5.747740979095119,0.020323651643543956,0.14156249999999998,0.033112339122897017,0.014912331159799952
10,0.043047888009493135,0.5724241719385852,0.020042441173830878,0.5760001019423656,32.62829881662759,0.0444867368443591,0.4265625,0.07425076324616786,0.0394019204344459
11,0.07427077826954769,0.6509001975671329,0.04305461782433613,0.6525167010366414,40.08065652637385,0.07459728855469308,0.485,0.03732583165481845,0.025155311730685193
12,0.0335960557026277,0.3854978689186173,0.011069839838390414,0.38926799494637854,15.763486952978386,0.035609926169722514,0.23374999999999999,0.015152905294906482,0.02190470006560971
13,0.032771828193965354,0.3844546993792156,0.011590933262106966,0.3872329932569488,16.98393433819005,0.034632456895519304,0.269375,0.046121448394913944,0.01191577225911511
14,0.03250227585973761,0.5189514089790105,0.012187304685596347,0.52142038174944,26.359626464558485,0.03347867041553787,0.3396875,0.04098705095144717,0.018191828402209564
15,0.03683819957561357,0.45261171535608163,0.014361735146062352,0.4541888165243692,21.93165614949482,0.03848009037784271,0.32718749999999996,0.006435765581154385,0.039086952148903564
16,0.032908985629511285,0.3764933623541989,0.011812489455236252,0.37800304796403733,18.813419962140117,0.0382890372349833,0.2834375,0.04562101886068726,7.87749181912073e-05
17,0.03106007352710228,0.4007908281574767,0.007836609305000068,0.4041726254439759,15.449477864677256,0.037527953580593514,0.2946875,0.030753804776860627,0.0319418492228048
18,0.051932590744958075,0.5943511606915742,0.023036420925891612,0.5960242804319832,33.42227978995294,0.054877361519829373,0.46843750000000006,0.07627831656165124,0.03833325632961754
19,0.02981110385007685,0.4280201751916366,0.009133711075729245,0.4308082447401203,19.30608628388841,0.03126369534168435,0.26999999999999996,0.037330830787983826,0.037621175350114666
20,0.010968751663041875,0.259821559147981,0.0024935689106174654,0.26341324404986644,7.916968363279998,0.011901441050023494,0.1375,0.020942798443436605,0.005837818119490579
21,0.030681573851401477,0.3687986336210374,0.009562584288319347,0.3704248778212388,14.82983341055504,0.033535191021580854,0.2571875,0.006684025030746055,0.03129804520615048
22,0.033456982115106504,0.5545058699506802,0.015367098288169553,0.5559042005628512,29.15654248019113,0.034530349194839674,0.39875000000000005,0.018673353463319664,0.03685757117080013
23,0.022271864353056604,0.22354466900926923,0.005234526183079225,0.22459755342357235,6.357997815175306,0.02410934102846052,0.1459375,0.0036703273205428016,0.05770559611237891
24,0.021435234806719394,0.28326656444205484,0.004415842570948409,0.28489211475862725,9.31602527582939,0.025009853956847794,0.225625,0.03199021493562537,0.020397308995015156
25,0.043237631849477785,0.3659895140037644,0.01995661476725605,0.36758822278449077,16.885641799333186,0.04379358674258938,0.2746875,0.12354118766807098,0.02950795963240016
26,0.04623735735137102,0.5051934993558167,0.023027648273180504,0.5059913942660407,28.709500983481036,0.04754527689417836,0.39625,0.0747102555457344,0.02256399748736715
27,0.036108620585412025,0.40963074133994276,0.011265988031365602,0.41088753675259904,17.338750185268097,0.03796877137179386,0.2621875,0.020576731988503405,0.030894540171761742
28,0.05210071327359587,0.43240306153992,0.018952182664618903,0.4335085292406925,19.95392531562832,0.054288276479202466,0.3025,0.09147549977746322,0.06732261638231063
29,0.02146769870394395,0.29733885486304673,0.0043532775500953105,0.2986819166658871,9.365752902712817,0.023694479535178163,0.19875000000000004,0.02344395172535728,0.01787841636288917
30,0.030228912955030596,0.3803718492773256,0.00915036093422921,0.3827973815093463,15.246555222012383,0.031785441264618325,0.23093750000000002,0.014524619464407806,0.009855578713477087
