k,context_id,context_len,bayes_p_next_1,model_p_next_1
3,171,7227,0.8597733711048159,0.20946550369262695
3,172,1503,0.95,0.6267762780189514
3,173,4676,0.9269269269269269,0.6462661027908325
3,174,2211,0.05303030303030303,0.30476176738739014
3,175,758,0.9,0.314382940530777
3,176,662,0.9624765478424016,0.7862957715988159
3,177,3827,0.8723004694835681,0.7173139452934265
3,178,7040,0.5408163265306123,0.5361142754554749
3,179,5836,0.9722222222222222,0.5235399007797241
3,180,5407,0.7635135135135135,0.5087151527404785
3,181,5058,0.41831238779174146,0.5922242403030396
3,182,3587,0.6881443298969072,0.5371771454811096
3,183,5586,0.46900269541778977,0.37587758898735046
3,184,7197,0.6614634146341464,0.4867268204689026
3,185,4262,0.9220917822838848,0.7613582611083984
3,186,4918,0.3944020356234097,0.6495171785354614
3,187,1571,0.4406779661016949,0.5060221552848816
3,188,5474,0.6760828625235404,0.4695851802825928
3,189,942,0.8590604026845637,0.5005761384963989
3,190,5720,0.6687763713080169,0.5995643734931946
3,191,7957,0.26017130620985013,0.5443998575210571
3,192,3552,0.6296296296296297,0.3555034399032593
3,193,4188,0.6467315716272601,0.5452113151550293
3,194,2390,0.03818615751789976,0.5911613702774048
3,195,6041,0.2345679012345679,0.5613517165184021
3,196,7102,0.9782452785082477,0.7126405835151672
3,197,1367,0.02810810810810811,0.2222278118133545
3,198,2993,0.9804321239298818,0.7837436199188232
3,199,2950,0.025682182985553772,0.3912184536457062
3,200,3530,0.10898379970544919,0.46478432416915894
