step,train_loss,lr,elapsed_sec,eval_model_nll,eval_bayes_nll,eval_gap_pct
1,0.7105720639228821,3.6363636363636366e-07,0.6546585559844971,nan,nan,nan
2,0.6843361854553223,7.272727272727273e-07,0.8413538932800293,nan,nan,nan
3,0.6935803890228271,1.090909090909091e-06,1.0244996547698975,nan,nan,nan
4,0.6884422302246094,1.4545454545454546e-06,1.229499340057373,nan,nan,nan
5,0.7078750729560852,1.8181818181818183e-06,1.4169626235961914,nan,nan,nan
6,0.6354005336761475,2.181818181818182e-06,1.6001548767089844,nan,nan,nan
7,0.705663800239563,2.5454545454545456e-06,1.7970781326293945,nan,nan,nan
8,0.6892566680908203,2.9090909090909093e-06,1.9907960891723633,nan,nan,nan
9,0.6857694387435913,3.272727272727273e-06,2.176995038986206,nan,nan,nan
10,0.6975405216217041,3.6363636363636366e-06,2.3681256771087646,nan,nan,nan
11,0.685565173625946,4e-06,2.5517029762268066,nan,nan,nan
12,0.6974390745162964,4.363636363636364e-06,2.751838445663452,nan,nan,nan
13,0.6885234117507935,4.727272727272728e-06,2.9601855278015137,nan,nan,nan
14,0.6865071058273315,5.090909090909091e-06,3.1532363891601562,nan,nan,nan
15,0.6145024299621582,5.4545454545454545e-06,3.344829797744751,nan,nan,nan
16,0.6946995258331299,5.8181818181818185e-06,3.5390052795410156,nan,nan,nan
17,0.5994681119918823,6.181818181818183e-06,3.7336437702178955,nan,nan,nan
18,0.6517894268035889,6.545454545454546e-06,3.928647041320801,nan,nan,nan
19,0.6870120167732239,6.909090909090909e-06,4.123516321182251,nan,nan,nan
20,0.5499857068061829,7.272727272727273e-06,4.320511102676392,nan,nan,nan
21,0.6841655373573303,7.636363636363638e-06,4.525647878646851,nan,nan,nan
22,0.6987214088439941,8e-06,4.728301048278809,nan,nan,nan
23,0.7020939588546753,8.363636363636363e-06,4.922969102859497,nan,nan,nan
24,0.699267566204071,8.727272727272728e-06,5.1172778606414795,nan,nan,nan
25,0.6912358999252319,9.090909090909091e-06,5.311604738235474,nan,nan,nan
26,0.6887360215187073,9.454545454545456e-06,5.507379055023193,nan,nan,nan
27,0.6936782598495483,9.81818181818182e-06,5.7021448612213135,nan,nan,nan
28,0.6921976804733276,1.0181818181818182e-05,5.897225618362427,nan,nan,nan
29,0.692290186882019,1.0545454545454546e-05,6.088813781738281,nan,nan,nan
30,0.6904432773590088,1.0909090909090909e-05,6.279918909072876,nan,nan,nan
31,0.6857407093048096,1.1272727272727274e-05,6.481343746185303,nan,nan,nan
32,0.6560769081115723,1.1636363636363637e-05,6.681524038314819,nan,nan,nan
33,0.5147849917411804,1.2e-05,6.882042646408081,nan,nan,nan
34,0.4463208019733429,1.2363636363636365e-05,7.071574687957764,nan,nan,nan
35,0.6929758191108704,1.2727272727272727e-05,7.260166168212891,nan,nan,nan
36,0.6942923069000244,1.3090909090909092e-05,7.451654434204102,nan,nan,nan
37,0.6704657673835754,1.3454545454545455e-05,7.644397497177124,nan,nan,nan
38,0.6798874735832214,1.3818181818181818e-05,7.837386608123779,nan,nan,nan
39,0.6985461115837097,1.4181818181818183e-05,8.030972480773926,nan,nan,nan
40,0.670222818851471,1.4545454545454546e-05,8.225725650787354,nan,nan,nan
41,0.6876547932624817,1.490909090909091e-05,8.419911861419678,nan,nan,nan
42,0.7000121474266052,1.5272727272727276e-05,8.61253833770752,nan,nan,nan
43,0.686824381351471,1.5636363636363636e-05,8.805392742156982,nan,nan,nan
44,0.6955983638763428,1.6e-05,8.998177289962769,nan,nan,nan
45,0.6823967099189758,1.6363636363636366e-05,9.18888235092163,nan,nan,nan
46,0.6930432915687561,1.6727272727272726e-05,9.378097772598267,nan,nan,nan
47,0.6954736709594727,1.7090909090909092e-05,9.565709829330444,nan,nan,nan
48,0.6975002288818359,1.7454545454545456e-05,9.755218505859375,nan,nan,nan
49,0.6697909235954285,1.781818181818182e-05,9.96203875541687,nan,nan,nan
50,0.6991891264915466,1.8181818181818182e-05,10.163638353347778,nan,nan,nan
51,0.7035654187202454,1.8545454545454545e-05,10.3561372756958,nan,nan,nan
52,0.7051709890365601,1.8909090909090912e-05,10.549131393432617,nan,nan,nan
53,0.688484251499176,1.9272727272727272e-05,10.74219298362732,nan,nan,nan
54,0.6935982704162598,1.963636363636364e-05,10.93516206741333,nan,nan,nan
55,0.6422699689865112,2e-05,11.130698204040527,nan,nan,nan
56,0.6893780827522278,2.0363636363636365e-05,11.32383680343628,nan,nan,nan
57,0.6933014392852783,2.0727272727272728e-05,11.517714262008667,nan,nan,nan
58,0.7004068493843079,2.109090909090909e-05,11.724252939224243,nan,nan,nan
59,0.7006451487541199,2.1454545454545455e-05,11.916775226593018,nan,nan,nan
60,0.6953064203262329,2.1818181818181818e-05,12.121842861175537,nan,nan,nan
61,0.6934747695922852,2.2181818181818184e-05,12.315250158309937,nan,nan,nan
62,0.693753182888031,2.2545454545454548e-05,12.509663105010986,nan,nan,nan
63,0.6676997542381287,2.290909090909091e-05,12.702275514602661,nan,nan,nan
64,0.6836174130439758,2.3272727272727274e-05,12.895725011825562,nan,nan,nan
65,0.6934784054756165,2.3636363636363637e-05,13.08714485168457,nan,nan,nan
66,0.6933302283287048,2.4e-05,13.274422883987427,nan,nan,nan
67,0.694472074508667,2.4363636363636364e-05,13.462813138961792,nan,nan,nan
68,0.6927574276924133,2.472727272727273e-05,13.666375637054443,nan,nan,nan
69,0.6875320672988892,2.5090909090909094e-05,13.855958938598633,nan,nan,nan
70,0.6924813985824585,2.5454545454545454e-05,14.046886205673218,nan,nan,nan
71,0.6918749213218689,2.581818181818182e-05,14.240482330322266,nan,nan,nan
72,0.694445013999939,2.6181818181818183e-05,14.43432903289795,nan,nan,nan
73,0.6711570024490356,2.6545454545454547e-05,14.6263587474823,nan,nan,nan
74,0.6992759704589844,2.690909090909091e-05,14.819319486618042,nan,nan,nan
75,0.6944756507873535,2.7272727272727276e-05,15.01081395149231,nan,nan,nan
76,0.689344048500061,2.7636363636363636e-05,15.203379154205322,nan,nan,nan
77,0.6931107044219971,2.8e-05,15.393758773803711,nan,nan,nan
78,0.6609191298484802,2.8363636363636366e-05,15.5835862159729,nan,nan,nan
79,0.6911320686340332,2.872727272727273e-05,15.775977611541748,nan,nan,nan
80,0.6874744892120361,2.9090909090909093e-05,15.962177515029907,nan,nan,nan
81,0.697542130947113,2.9454545454545453e-05,16.151074409484863,nan,nan,nan
82,0.6768547296524048,2.981818181818182e-05,16.34314465522766,nan,nan,nan
83,0.6914419531822205,3.0181818181818182e-05,16.534631967544556,nan,nan,nan
84,0.6950135827064514,3.054545454545455e-05,16.72646927833557,nan,nan,nan
85,0.6970084309577942,3.090909090909091e-05,16.941444873809814,nan,nan,nan
86,0.6958699226379395,3.127272727272727e-05,17.132843494415283,nan,nan,nan
87,0.7004743218421936,3.163636363636364e-05,17.306479454040527,nan,nan,nan
88,0.6808698773384094,3.2e-05,17.500293254852295,nan,nan,nan
89,0.6942011713981628,3.236363636363636e-05,17.684569120407104,nan,nan,nan
90,0.685321569442749,3.272727272727273e-05,17.869446277618408,nan,nan,nan
91,0.673708438873291,3.3090909090909095e-05,18.059483289718628,nan,nan,nan
92,0.677288830280304,3.345454545454545e-05,18.24459981918335,nan,nan,nan
93,0.6985379457473755,3.381818181818182e-05,18.42630624771118,nan,nan,nan
94,0.6886526346206665,3.4181818181818185e-05,18.611380338668823,nan,nan,nan
95,0.6946481466293335,3.454545454545455e-05,18.79604172706604,nan,nan,nan
96,0.6929742693901062,3.490909090909091e-05,18.990237712860107,nan,nan,nan
97,0.694206714630127,3.5272727272727274e-05,19.186142921447754,nan,nan,nan
98,0.6877297163009644,3.563636363636364e-05,19.396912813186646,nan,nan,nan
99,0.694215714931488,3.6e-05,19.580450296401978,nan,nan,nan
100,0.6889636516571045,3.6363636363636364e-05,23.58412504196167,0.6896646206883499,0.5349423973620976,28.923155855512093
101,0.6965100765228271,3.6727272727272734e-05,23.761565685272217,0.6896646206883499,0.5349423973620976,28.923155855512093
102,0.6707817316055298,3.709090909090909e-05,23.936976194381714,0.6896646206883499,0.5349423973620976,28.923155855512093
103,0.6587356925010681,3.7454545454545454e-05,24.11184334754944,0.6896646206883499,0.5349423973620976,28.923155855512093
104,0.6954329013824463,3.7818181818181824e-05,24.28769040107727,0.6896646206883499,0.5349423973620976,28.923155855512093
105,0.6853125095367432,3.818181818181819e-05,24.463257312774658,0.6896646206883499,0.5349423973620976,28.923155855512093
106,0.6923616528511047,3.8545454545454544e-05,24.638205528259277,0.6896646206883499,0.5349423973620976,28.923155855512093
107,0.6969470977783203,3.8909090909090914e-05,24.824306964874268,0.6896646206883499,0.5349423973620976,28.923155855512093
108,0.6553542017936707,3.927272727272728e-05,24.99921417236328,0.6896646206883499,0.5349423973620976,28.923155855512093
109,0.6622002720832825,3.963636363636363e-05,25.186511754989624,0.6896646206883499,0.5349423973620976,28.923155855512093
110,0.6960598230361938,4e-05,25.36270809173584,0.6896646206883499,0.5349423973620976,28.923155855512093
111,0.6873475909233093,4.0363636363636367e-05,25.536773443222046,0.6896646206883499,0.5349423973620976,28.923155855512093
112,0.6952242851257324,4.072727272727273e-05,25.711654663085938,0.6896646206883499,0.5349423973620976,28.923155855512093
113,0.689676821231842,4.109090909090909e-05,25.887207508087158,0.6896646206883499,0.5349423973620976,28.923155855512093
114,0.6914899945259094,4.1454545454545456e-05,26.062617778778076,0.6896646206883499,0.5349423973620976,28.923155855512093
115,0.6938769817352295,4.181818181818182e-05,26.238078117370605,0.6896646206883499,0.5349423973620976,28.923155855512093
116,0.6918136477470398,4.218181818181818e-05,26.41525435447693,0.6896646206883499,0.5349423973620976,28.923155855512093
117,0.6936288475990295,4.2545454545454546e-05,26.600584983825684,0.6896646206883499,0.5349423973620976,28.923155855512093
118,0.6967251300811768,4.290909090909091e-05,26.777199506759644,0.6896646206883499,0.5349423973620976,28.923155855512093
119,0.6937735676765442,4.327272727272728e-05,26.963784217834473,0.6896646206883499,0.5349423973620976,28.923155855512093
120,0.6942765116691589,4.3636363636363636e-05,27.139317989349365,0.6896646206883499,0.5349423973620976,28.923155855512093
121,0.5954520106315613,4.4000000000000006e-05,27.315085649490356,0.6896646206883499,0.5349423973620976,28.923155855512093
122,0.6980093121528625,4.436363636363637e-05,27.49233889579773,0.6896646206883499,0.5349423973620976,28.923155855512093
123,0.7097318172454834,4.4727272727272725e-05,27.668358087539673,0.6896646206883499,0.5349423973620976,28.923155855512093
124,0.6758252382278442,4.5090909090909095e-05,27.845436811447144,0.6896646206883499,0.5349423973620976,28.923155855512093
125,0.7103307843208313,4.545454545454546e-05,28.021413803100586,0.6896646206883499,0.5349423973620976,28.923155855512093
126,0.6895627975463867,4.581818181818182e-05,28.198370933532715,0.6896646206883499,0.5349423973620976,28.923155855512093
127,0.6814631819725037,4.6181818181818185e-05,28.37580633163452,0.6896646206883499,0.5349423973620976,28.923155855512093
128,0.6939389109611511,4.654545454545455e-05,28.563321352005005,0.6896646206883499,0.5349423973620976,28.923155855512093
129,0.6845830082893372,4.690909090909091e-05,28.73937153816223,0.6896646206883499,0.5349423973620976,28.923155855512093
130,0.6971710920333862,4.7272727272727275e-05,28.925783395767212,0.6896646206883499,0.5349423973620976,28.923155855512093
131,0.6950855255126953,4.763636363636364e-05,29.10132098197937,0.6896646206883499,0.5349423973620976,28.923155855512093
132,0.69473797082901,4.8e-05,29.279016971588135,0.6896646206883499,0.5349423973620976,28.923155855512093
133,0.6828057765960693,4.8363636363636364e-05,29.45738697052002,0.6896646206883499,0.5349423973620976,28.923155855512093
134,0.6849702000617981,4.872727272727273e-05,29.63432741165161,0.6896646206883499,0.5349423973620976,28.923155855512093
135,0.6914768218994141,4.909090909090909e-05,29.81127691268921,0.6896646206883499,0.5349423973620976,28.923155855512093
136,0.66998291015625,4.945454545454546e-05,29.98816466331482,0.6896646206883499,0.5349423973620976,28.923155855512093
137,0.6771451830863953,4.981818181818182e-05,30.16520595550537,0.6896646206883499,0.5349423973620976,28.923155855512093
138,0.6929100155830383,5.018181818181819e-05,30.34209394454956,0.6896646206883499,0.5349423973620976,28.923155855512093
139,0.6919758915901184,5.054545454545455e-05,30.529772996902466,0.6896646206883499,0.5349423973620976,28.923155855512093
140,0.6863992214202881,5.090909090909091e-05,30.706143140792847,0.6896646206883499,0.5349423973620976,28.923155855512093
141,0.6919221878051758,5.127272727272728e-05,30.892498016357422,0.6896646206883499,0.5349423973620976,28.923155855512093
142,0.6891493797302246,5.163636363636364e-05,31.070106744766235,0.6896646206883499,0.5349423973620976,28.923155855512093
143,0.6937548518180847,5.2000000000000004e-05,31.246193647384644,0.6896646206883499,0.5349423973620976,28.923155855512093
144,0.6638674139976501,5.236363636363637e-05,31.423022270202637,0.6896646206883499,0.5349423973620976,28.923155855512093
145,0.6921998262405396,5.272727272727273e-05,31.600048303604126,0.6896646206883499,0.5349423973620976,28.923155855512093
146,0.6805076003074646,5.309090909090909e-05,31.778653860092163,0.6896646206883499,0.5349423973620976,28.923155855512093
147,0.6805541515350342,5.3454545454545457e-05,31.955161333084106,0.6896646206883499,0.5349423973620976,28.923155855512093
148,0.6988043189048767,5.381818181818182e-05,32.13191318511963,0.6896646206883499,0.5349423973620976,28.923155855512093
149,0.6870480179786682,5.418181818181818e-05,32.31878614425659,0.6896646206883499,0.5349423973620976,28.923155855512093
150,0.694887101650238,5.454545454545455e-05,32.49623894691467,0.6896646206883499,0.5349423973620976,28.923155855512093
151,0.6776421666145325,5.490909090909091e-05,32.686123847961426,0.6896646206883499,0.5349423973620976,28.923155855512093
152,0.6872179508209229,5.527272727272727e-05,32.86444354057312,0.6896646206883499,0.5349423973620976,28.923155855512093
153,0.6564380526542664,5.563636363636364e-05,33.04087567329407,0.6896646206883499,0.5349423973620976,28.923155855512093
154,0.7039173245429993,5.6e-05,33.2174711227417,0.6896646206883499,0.5349423973620976,28.923155855512093
155,0.6994854211807251,5.636363636363636e-05,33.39333748817444,0.6896646206883499,0.5349423973620976,28.923155855512093
156,0.6927549242973328,5.672727272727273e-05,33.569966077804565,0.6896646206883499,0.5349423973620976,28.923155855512093
157,0.683580756187439,5.7090909090909096e-05,33.75678586959839,0.6896646206883499,0.5349423973620976,28.923155855512093
158,0.6946937441825867,5.745454545454546e-05,33.94347548484802,0.6896646206883499,0.5349423973620976,28.923155855512093
