k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
3,L6_D128_H8_M512,True,random,True,8000,8000,8032,2,0.8699562176717403,0.5672034650991506,53.376393340556646,nan,nan,1,1,artifacts/_tmp_probe_k3/k3/training_history.csv,artifacts/_tmp_probe_k3/k3/figures/step1_training_curve.png,checkpoints/_tmp_probe_k3/k3/best.pt
