step,train_loss,eval_loss,lr
59,0.6714004278182983,nan,4.424999999999999e-05
60,0.6708399653434753,nan,4.4999999999999996e-05
61,0.6684083938598633,nan,4.5749999999999994e-05
62,0.6680533289909363,nan,4.65e-05
63,0.6701563596725464,nan,4.724999999999999e-05
64,0.667350172996521,nan,4.7999999999999994e-05
65,0.6700359582901001,nan,4.875e-05
66,0.6673186421394348,nan,4.95e-05
67,0.6681714653968811,nan,5.025e-05
68,0.6630820035934448,nan,5.099999999999999e-05
69,0.6644246578216553,nan,5.175e-05
70,0.6636142730712891,nan,5.2499999999999995e-05
71,0.6706016659736633,nan,5.325e-05
72,0.6662834882736206,nan,5.399999999999999e-05
73,0.6611947417259216,nan,5.4749999999999996e-05
74,0.6645700931549072,nan,5.5499999999999994e-05
75,0.6647149920463562,nan,5.625e-05
76,0.6623974442481995,nan,5.6999999999999996e-05
77,0.669549822807312,nan,5.7749999999999994e-05
78,0.6640793681144714,nan,5.849999999999999e-05
79,0.6648064851760864,nan,5.925e-05
80,0.6695778369903564,nan,5.9999999999999995e-05
81,0.6635019779205322,nan,6.075e-05
82,0.6539433002471924,nan,6.149999999999999e-05
83,0.6603379845619202,nan,6.225e-05
84,0.6590127348899841,nan,6.299999999999999e-05
85,0.6558382511138916,nan,6.374999999999999e-05
86,0.6512256860733032,nan,6.45e-05
87,0.6619700193405151,nan,6.525e-05
88,0.6578513383865356,nan,6.599999999999999e-05
89,0.6577782034873962,nan,6.675e-05
90,0.6557407379150391,nan,6.749999999999999e-05
91,0.6500570178031921,nan,6.824999999999999e-05
92,0.65444016456604,nan,6.9e-05
93,0.6472895741462708,nan,6.974999999999999e-05
94,0.6545731425285339,nan,7.049999999999999e-05
95,0.6510887742042542,nan,7.125e-05
96,0.6509345769882202,nan,7.2e-05
97,0.6539972424507141,nan,7.274999999999999e-05
98,0.6494005918502808,nan,7.35e-05
99,0.6468267440795898,nan,7.424999999999999e-05
100,0.6471091508865356,0.6446383598379842,7.5e-05
101,0.6495499610900879,nan,7.575e-05
102,0.6535220742225647,nan,7.65e-05
103,0.6411305665969849,nan,7.725e-05
104,0.6403580904006958,nan,7.8e-05
105,0.6448786854743958,nan,7.875e-05
106,0.6486137509346008,nan,7.949999999999998e-05
107,0.6389352083206177,nan,8.024999999999999e-05
108,0.6357365846633911,nan,8.099999999999999e-05
109,0.6357369422912598,nan,8.175e-05
110,0.6374161243438721,nan,8.249999999999999e-05
111,0.6336093544960022,nan,8.324999999999999e-05
112,0.6365702152252197,nan,8.4e-05
113,0.639918327331543,nan,8.475e-05
114,0.6465290188789368,nan,8.549999999999999e-05
115,0.6274810433387756,nan,8.625e-05
116,0.6265462040901184,nan,8.7e-05
117,0.6322317123413086,nan,8.774999999999999e-05
118,0.6358524560928345,nan,8.849999999999998e-05
119,0.6320250630378723,nan,8.924999999999999e-05
120,0.6360856294631958,nan,8.999999999999999e-05
121,0.6284087896347046,nan,9.075e-05
122,0.6283053159713745,nan,9.149999999999999e-05
123,0.6286993622779846,nan,9.224999999999999e-05
124,0.6321561932563782,nan,9.3e-05
125,0.6311532855033875,nan,9.375e-05
126,0.6116461157798767,nan,9.449999999999998e-05
127,0.6180320382118225,nan,9.524999999999998e-05
128,0.6137408018112183,nan,9.599999999999999e-05
129,0.6121917963027954,nan,9.675e-05
130,0.6217870116233826,nan,9.75e-05
131,0.6265206933021545,nan,9.824999999999999e-05
132,0.6048743724822998,nan,9.9e-05
133,0.6077768802642822,nan,9.975e-05
134,0.6127898693084717,nan,0.0001005
135,0.5992626547813416,nan,0.00010124999999999998
136,0.6066029667854309,nan,0.00010199999999999999
137,0.6158344745635986,nan,0.00010274999999999999
138,0.6138979196548462,nan,0.0001035
139,0.6013991236686707,nan,0.00010424999999999999
140,0.5975400805473328,nan,0.00010499999999999999
141,0.6063726544380188,nan,0.00010575
142,0.5959272384643555,nan,0.0001065
143,0.5925159454345703,nan,0.00010724999999999998
144,0.5854463577270508,nan,0.00010799999999999998
145,0.610159695148468,nan,0.00010874999999999999
146,0.5986548662185669,nan,0.00010949999999999999
147,0.5989720225334167,nan,0.00011024999999999998
148,0.575089156627655,nan,0.00011099999999999999
149,0.5853186845779419,nan,0.00011174999999999999
150,0.6037489175796509,nan,0.0001125
151,0.5940754413604736,nan,0.00011324999999999999
152,0.5847303867340088,nan,0.00011399999999999999
153,0.5786614418029785,nan,0.00011475
154,0.5964508056640625,nan,0.00011549999999999999
155,0.5635363459587097,nan,0.00011624999999999998
156,0.5841847062110901,nan,0.00011699999999999998
157,0.5762391686439514,nan,0.00011774999999999999
158,0.5762927532196045,nan,0.0001185
159,0.5893633961677551,nan,0.00011924999999999998
160,0.5974425673484802,nan,0.00011999999999999999
161,0.5879327654838562,nan,0.00012075
162,0.5871567726135254,nan,0.0001215
163,0.5645508766174316,nan,0.00012225
164,0.5764920115470886,nan,0.00012299999999999998
165,0.6004617214202881,nan,0.00012375
166,0.5823814868927002,nan,0.0001245
167,0.5762225389480591,nan,0.00012525
168,0.5870854258537292,nan,0.00012599999999999997
169,0.5780128240585327,nan,0.00012675
170,0.5811765193939209,nan,0.00012749999999999998
171,0.5789621472358704,nan,0.00012825
172,0.5580538511276245,nan,0.000129
173,0.5731083154678345,nan,0.00012974999999999998
174,0.5657077431678772,nan,0.0001305
175,0.5576637387275696,nan,0.00013125
176,0.5912678241729736,nan,0.00013199999999999998
177,0.5819700956344604,nan,0.00013274999999999997
178,0.576931357383728,nan,0.0001335
179,0.5910165905952454,nan,0.00013424999999999998
180,0.5562207102775574,nan,0.00013499999999999997
181,0.5738524198532104,nan,0.00013575
182,0.5517110824584961,nan,0.00013649999999999998
183,0.5766615271568298,nan,0.00013725
184,0.596188485622406,nan,0.000138
185,0.5705485939979553,nan,0.00013874999999999998
186,0.5827529430389404,nan,0.00013949999999999998
187,0.5575222969055176,nan,0.00014025
188,0.5590856075286865,nan,0.00014099999999999998
189,0.5508670210838318,nan,0.00014174999999999998
190,0.5690736770629883,nan,0.0001425
191,0.5516617894172668,nan,0.00014324999999999999
192,0.5641787052154541,nan,0.000144
193,0.5612149238586426,nan,0.00014475
194,0.5709060430526733,nan,0.00014549999999999999
195,0.5783951282501221,nan,0.00014625
196,0.5430827140808105,nan,0.000147
197,0.5709330439567566,nan,0.00014774999999999999
198,0.5727444291114807,nan,0.00014849999999999998
199,0.569480299949646,nan,0.00014925
200,0.5716069340705872,0.5390352340504337,0.00015
201,0.548656702041626,nan,0.00015074999999999998
202,0.5584134459495544,nan,0.0001515
203,0.5595844984054565,nan,0.00015225
204,0.5574828386306763,nan,0.000153
205,0.5563424825668335,nan,0.00015374999999999997
206,0.5475656986236572,nan,0.0001545
207,0.5619933605194092,nan,0.00015524999999999998
208,0.5507407784461975,nan,0.000156
209,0.5109767317771912,nan,0.00015675
210,0.5731158256530762,nan,0.0001575
211,0.516390860080719,nan,0.00015825
212,0.563470721244812,nan,0.00015899999999999996
213,0.5424407124519348,nan,0.00015975
214,0.526033341884613,nan,0.00016049999999999997
215,0.5303055644035339,nan,0.00016124999999999996
216,0.5491899251937866,nan,0.00016199999999999998
217,0.5549607276916504,nan,0.00016274999999999997
218,0.5810391902923584,nan,0.0001635
219,0.5576885342597961,nan,0.00016424999999999998
220,0.5336955785751343,nan,0.00016499999999999997
221,0.5511404275894165,nan,0.00016575
222,0.5612106919288635,nan,0.00016649999999999998
223,0.5343087911605835,nan,0.00016724999999999997
224,0.5537868142127991,nan,0.000168
225,0.5356324911117554,nan,0.00016874999999999998
226,0.5229693651199341,nan,0.0001695
227,0.5347764492034912,nan,0.00017025
228,0.5326233506202698,nan,0.00017099999999999998
229,0.5183790326118469,nan,0.00017175
230,0.5263120532035828,nan,0.0001725
231,0.5600677132606506,nan,0.00017325
232,0.5587419867515564,nan,0.000174
233,0.5299662947654724,nan,0.00017474999999999997
234,0.5528760552406311,nan,0.00017549999999999998
235,0.5533579587936401,nan,0.00017624999999999997
236,0.537523090839386,nan,0.00017699999999999997
237,0.5483565330505371,nan,0.00017774999999999998
238,0.5303539633750916,nan,0.00017849999999999997
239,0.5212516784667969,nan,0.00017925
240,0.5529674291610718,nan,0.00017999999999999998
241,0.5651712417602539,nan,0.00018074999999999998
242,0.5422358512878418,nan,0.0001815
243,0.5353608727455139,nan,0.00018224999999999998
244,0.5382261276245117,nan,0.00018299999999999998
245,0.5366017818450928,nan,0.00018375
246,0.5129005908966064,nan,0.00018449999999999999
247,0.5428181290626526,nan,0.00018525
248,0.5468506813049316,nan,0.000186
249,0.5623192191123962,nan,0.00018674999999999996
250,0.5474568009376526,nan,0.0001875
251,0.5262033343315125,nan,0.00018824999999999997
252,0.5131227970123291,nan,0.00018899999999999996
253,0.5331706404685974,nan,0.00018974999999999998
254,0.5598046183586121,nan,0.00019049999999999997
255,0.5762442946434021,nan,0.00019125
256,0.5367064476013184,nan,0.00019199999999999998
257,0.5771748423576355,nan,0.00019274999999999997
258,0.5288257002830505,nan,0.0001935
259,0.5521577000617981,nan,0.00019424999999999998
260,0.513109028339386,nan,0.000195
261,0.5248435735702515,nan,0.00019575
262,0.5383410453796387,nan,0.00019649999999999998
263,0.5548055768013,nan,0.00019725
264,0.5483554601669312,nan,0.000198
265,0.5442050695419312,nan,0.00019874999999999998
266,0.5312343835830688,nan,0.0001995
267,0.5474486947059631,nan,0.00020025
268,0.563754141330719,nan,0.000201
269,0.5748561024665833,nan,0.00020175
270,0.5475643277168274,nan,0.00020249999999999996
271,0.5268718600273132,nan,0.00020324999999999998
272,0.5326180458068848,nan,0.00020399999999999997
273,0.5450124144554138,nan,0.00020474999999999996
274,0.5317139625549316,nan,0.00020549999999999998
275,0.5032186508178711,nan,0.00020624999999999997
276,0.5473395586013794,nan,0.000207
277,0.5058385133743286,nan,0.00020774999999999998
278,0.5342807769775391,nan,0.00020849999999999997
279,0.5233668684959412,nan,0.00020925
280,0.5348214507102966,nan,0.00020999999999999998
281,0.5198541283607483,nan,0.00021074999999999997
282,0.5273332595825195,nan,0.0002115
283,0.5374403595924377,nan,0.00021224999999999998
284,0.5476511120796204,nan,0.000213
285,0.5549272298812866,nan,0.00021375
286,0.4959419071674347,nan,0.00021449999999999996
287,0.5147081017494202,nan,0.00021525
288,0.5005074739456177,nan,0.00021599999999999996
289,0.534459114074707,nan,0.00021675
290,0.5298880934715271,nan,0.00021749999999999997
291,0.5308656692504883,nan,0.00021824999999999997
292,0.5199317932128906,nan,0.00021899999999999998
293,0.523980438709259,nan,0.00021974999999999997
294,0.5375938415527344,nan,0.00022049999999999997
295,0.5468661785125732,nan,0.00022124999999999998
296,0.5238231420516968,nan,0.00022199999999999998
297,0.5458911657333374,nan,0.00022275
298,0.5330405235290527,nan,0.00022349999999999998
299,0.5051005482673645,nan,0.00022424999999999998
300,0.5323752164840698,0.543559845358512,0.000225
301,0.5444270372390747,nan,0.00022574999999999998
302,0.541416585445404,nan,0.00022649999999999998
303,0.5016483664512634,nan,0.00022725
304,0.5347240567207336,nan,0.00022799999999999999
305,0.5391177535057068,nan,0.00022875
306,0.5363869667053223,nan,0.0002295
307,0.5381476879119873,nan,0.00023024999999999996
308,0.5267406702041626,nan,0.00023099999999999998
309,0.5378785729408264,nan,0.00023174999999999997
310,0.5477840304374695,nan,0.00023249999999999996
311,0.562005341053009,nan,0.00023324999999999998
312,0.5009685158729553,nan,0.00023399999999999997
313,0.5367464423179626,nan,0.00023475
314,0.5308287739753723,nan,0.00023549999999999998
315,0.5345982909202576,nan,0.00023624999999999997
316,0.5282015204429626,nan,0.000237
317,0.5604588389396667,nan,0.00023774999999999998
318,0.5394840836524963,nan,0.00023849999999999997
319,0.5180917978286743,nan,0.00023925
320,0.5449466109275818,nan,0.00023999999999999998
321,0.5390398502349854,nan,0.00024075
322,0.5001299381256104,nan,0.0002415
323,0.5079349279403687,nan,0.00024224999999999995
324,0.5562172532081604,nan,0.000243
325,0.5687175393104553,nan,0.00024374999999999996
326,0.5291483402252197,nan,0.0002445
327,0.5187613368034363,nan,0.00024524999999999997
328,0.5288854241371155,nan,0.00024599999999999996
329,0.536050021648407,nan,0.00024675
330,0.5084143877029419,nan,0.0002475
331,0.519413948059082,nan,0.00024825
332,0.49744582176208496,nan,0.000249
333,0.5418381094932556,nan,0.00024974999999999997
334,0.5196003317832947,nan,0.0002505
335,0.520024836063385,nan,0.00025124999999999995
336,0.5114843249320984,nan,0.00025199999999999995
337,0.509233295917511,nan,0.00025275
338,0.560881495475769,nan,0.0002535
339,0.48879072070121765,nan,0.00025425
340,0.5261267423629761,nan,0.00025499999999999996
341,0.5371488928794861,nan,0.00025574999999999996
342,0.5151520371437073,nan,0.0002565
343,0.5373827219009399,nan,0.00025725
344,0.5349047183990479,nan,0.000258
345,0.5273211598396301,nan,0.00025875
346,0.5152626633644104,nan,0.00025949999999999997
347,0.46433955430984497,nan,0.00026024999999999996
348,0.5341864228248596,nan,0.000261
349,0.5155957341194153,nan,0.00026175
350,0.5594743490219116,nan,0.0002625
351,0.4930723011493683,nan,0.00026325
352,0.506924033164978,nan,0.00026399999999999997
353,0.5356530547142029,nan,0.00026475
354,0.5214306116104126,nan,0.00026549999999999995
355,0.532444953918457,nan,0.00026625
356,0.5340756177902222,nan,0.000267
357,0.5509512424468994,nan,0.00026775
358,0.5148987174034119,nan,0.00026849999999999997
359,0.4706043601036072,nan,0.00026924999999999996
360,0.51729816198349,nan,0.00026999999999999995
361,0.5116484761238098,nan,0.00027075
362,0.5121278166770935,nan,0.0002715
363,0.5390810966491699,nan,0.00027225
364,0.5119301676750183,nan,0.00027299999999999997
365,0.5448300242424011,nan,0.00027374999999999996
366,0.5001693367958069,nan,0.0002745
367,0.5001932978630066,nan,0.00027525
368,0.4988563656806946,nan,0.000276
369,0.4955765902996063,nan,0.00027675
370,0.5116321444511414,nan,0.00027749999999999997
371,0.5270115733146667,nan,0.00027825
372,0.5065805912017822,nan,0.00027899999999999995
373,0.49599316716194153,nan,0.00027974999999999994
374,0.5217506289482117,nan,0.0002805
375,0.5002896189689636,nan,0.00028125
376,0.5362259745597839,nan,0.00028199999999999997
377,0.5251659750938416,nan,0.00028274999999999996
378,0.5479288697242737,nan,0.00028349999999999995
379,0.5415515303611755,nan,0.00028425
380,0.5090104937553406,nan,0.000285
381,0.5220183730125427,nan,0.00028575
382,0.5106236934661865,nan,0.00028649999999999997
383,0.5135542154312134,nan,0.00028724999999999996
384,0.5081689953804016,nan,0.000288
385,0.5187528133392334,nan,0.00028875
386,0.4903888404369354,nan,0.0002895
387,0.5510863661766052,nan,0.00029025
388,0.4547939598560333,nan,0.00029099999999999997
389,0.5339236259460449,nan,0.00029174999999999996
390,0.5202134251594543,nan,0.0002925
391,0.525406002998352,nan,0.00029324999999999995
392,0.5131179690361023,nan,0.000294
393,0.5363226532936096,nan,0.00029475
394,0.4908476769924164,nan,0.00029549999999999997
395,0.5126574635505676,nan,0.00029624999999999996
396,0.5331555604934692,nan,0.00029699999999999996
397,0.4991329610347748,nan,0.00029774999999999995
398,0.5089206695556641,nan,0.0002985
399,0.5629523396492004,nan,0.00029925
400,0.4712178409099579,0.4774767371333356,0.0003
401,0.49258020520210266,nan,0.0003
402,0.5462276339530945,nan,0.0003
403,0.5053190588951111,nan,0.0003
404,0.48705294728279114,nan,0.0003
405,0.4662698209285736,nan,0.0003
406,0.499241441488266,nan,0.0003
407,0.52120041847229,nan,0.0003
408,0.5118775963783264,nan,0.0003
409,0.5154507160186768,nan,0.0003
410,0.5138807892799377,nan,0.0003
411,0.5256882905960083,nan,0.0003
412,0.5081855058670044,nan,0.0003
413,0.5279265642166138,nan,0.0003
414,0.509052038192749,nan,0.0003
415,0.5316418409347534,nan,0.0003
416,0.5109907388687134,nan,0.0003
417,0.5493375062942505,nan,0.0003
418,0.5055960416793823,nan,0.0003
419,0.47895312309265137,nan,0.0003
420,0.48540860414505005,nan,0.0003
421,0.5211473107337952,nan,0.0003
422,0.5367162823677063,nan,0.0003
423,0.509850800037384,nan,0.0003
424,0.48838937282562256,nan,0.0003
425,0.4929502308368683,nan,0.0003
426,0.5462621450424194,nan,0.0003
427,0.464164674282074,nan,0.0003
428,0.5608329772949219,nan,0.0003
429,0.5006023645401001,nan,0.0003
430,0.511824369430542,nan,0.0003
431,0.5579694509506226,nan,0.0003
432,0.5137765407562256,nan,0.0003
433,0.5125196576118469,nan,0.0003
434,0.5192421674728394,nan,0.0003
435,0.5296979546546936,nan,0.0003
436,0.5271500945091248,nan,0.0003
437,0.5269237160682678,nan,0.0003
438,0.5065092444419861,nan,0.0003
439,0.5045282244682312,nan,0.0003
440,0.5240994095802307,nan,0.0003
441,0.5129360556602478,nan,0.0003
442,0.5121146440505981,nan,0.0003
443,0.5521561503410339,nan,0.0003
444,0.5507703423500061,nan,0.0003
445,0.5101408958435059,nan,0.0003
446,0.522919237613678,nan,0.0003
447,0.521443784236908,nan,0.0003
448,0.5598859190940857,nan,0.0003
449,0.5082838535308838,nan,0.0003
450,0.5013443231582642,nan,0.0003
451,0.519424557685852,nan,0.0003
452,0.4999941885471344,nan,0.0003
453,0.5036073327064514,nan,0.0003
454,0.5263681411743164,nan,0.0003
455,0.5355186462402344,nan,0.0003
456,0.5561554431915283,nan,0.0003
457,0.5264661312103271,nan,0.0003
458,0.5089945197105408,nan,0.0003
459,0.5078733563423157,nan,0.0003
460,0.49569687247276306,nan,0.0003
461,0.5270799994468689,nan,0.0003
462,0.5448634624481201,nan,0.0003
463,0.5467818379402161,nan,0.0003
464,0.5183013677597046,nan,0.0003
465,0.5292438864707947,nan,0.0003
466,0.5200204849243164,nan,0.0003
467,0.4758121073246002,nan,0.0003
468,0.4945589005947113,nan,0.0003
469,0.547055184841156,nan,0.0003
470,0.5655719041824341,nan,0.0003
471,0.48824024200439453,nan,0.0003
472,0.5185673236846924,nan,0.0003
473,0.52305668592453,nan,0.0003
474,0.5522826313972473,nan,0.0003
475,0.5365394949913025,nan,0.0003
476,0.4980494976043701,nan,0.0003
477,0.5200861692428589,nan,0.0003
478,0.5066003799438477,nan,0.0003
479,0.5221388936042786,nan,0.0003
480,0.5284779667854309,nan,0.0003
481,0.5322408676147461,nan,0.0003
482,0.5307565927505493,nan,0.0003
483,0.5450824499130249,nan,0.0003
484,0.4982285797595978,nan,0.0003
485,0.4964841902256012,nan,0.0003
486,0.4943561255931854,nan,0.0003
487,0.5048800706863403,nan,0.0003
488,0.4655526876449585,nan,0.0003
489,0.4952775537967682,nan,0.0003
490,0.482846200466156,nan,0.0003
491,0.49479222297668457,nan,0.0003
492,0.5308968424797058,nan,0.0003
493,0.5060077905654907,nan,0.0003
494,0.5035887360572815,nan,0.0003
495,0.5077286958694458,nan,0.0003
496,0.48815882205963135,nan,0.0003
497,0.49229148030281067,nan,0.0003
498,0.5227340459823608,nan,0.0003
499,0.5107403993606567,nan,0.0003
500,0.4964597225189209,0.5323538980642488,0.0003
501,0.5084707736968994,nan,0.0003
502,0.5035157203674316,nan,0.0003
503,0.46846646070480347,nan,0.0003
504,0.5087965726852417,nan,0.0003
505,0.4890766143798828,nan,0.0003
506,0.5335434675216675,nan,0.0003
507,0.553191602230072,nan,0.0003
508,0.47797900438308716,nan,0.0003
509,0.4650653302669525,nan,0.0003
510,0.4673392176628113,nan,0.0003
511,0.5421542525291443,nan,0.0003
512,0.4839840233325958,nan,0.0003
513,0.5126152634620667,nan,0.0003
514,0.5414513349533081,nan,0.0003
515,0.5474889278411865,nan,0.0003
516,0.5168885588645935,nan,0.0003
517,0.4992748498916626,nan,0.0003
518,0.5180720090866089,nan,0.0003
519,0.4818590581417084,nan,0.0003
520,0.4941793382167816,nan,0.0003
521,0.5452002882957458,nan,0.0003
522,0.490304172039032,nan,0.0003
523,0.5444709658622742,nan,0.0003
524,0.49993741512298584,nan,0.0003
525,0.4950922131538391,nan,0.0003
526,0.541276216506958,nan,0.0003
527,0.519804835319519,nan,0.0003
528,0.501975417137146,nan,0.0003
529,0.4971376061439514,nan,0.0003
530,0.5078103542327881,nan,0.0003
531,0.47497183084487915,nan,0.0003
532,0.5626450777053833,nan,0.0003
533,0.5274592638015747,nan,0.0003
534,0.47886860370635986,nan,0.0003
535,0.5188608765602112,nan,0.0003
536,0.4960457384586334,nan,0.0003
537,0.506738543510437,nan,0.0003
538,0.4772863984107971,nan,0.0003
539,0.5275813341140747,nan,0.0003
540,0.5167846083641052,nan,0.0003
541,0.4840025305747986,nan,0.0003
542,0.4937906563282013,nan,0.0003
543,0.5142185688018799,nan,0.0003
544,0.5179749131202698,nan,0.0003
545,0.5046267509460449,nan,0.0003
546,0.5242059826850891,nan,0.0003
547,0.519533634185791,nan,0.0003
548,0.4937535524368286,nan,0.0003
549,0.5335134863853455,nan,0.0003
550,0.5096354484558105,nan,0.0003
551,0.5148465037345886,nan,0.0003
552,0.5310545563697815,nan,0.0003
553,0.48640209436416626,nan,0.0003
554,0.5004857182502747,nan,0.0003
555,0.5118256211280823,nan,0.0003
556,0.511138379573822,nan,0.0003
557,0.473753422498703,nan,0.0003
558,0.4867999255657196,nan,0.0003
559,0.4768405854701996,nan,0.0003
560,0.4929244816303253,nan,0.0003
561,0.49559783935546875,nan,0.0003
562,0.4893302917480469,nan,0.0003
563,0.4920392334461212,nan,0.0003
564,0.4715372920036316,nan,0.0003
565,0.47427991032600403,nan,0.0003
566,0.504207193851471,nan,0.0003
567,0.5353495478630066,nan,0.0003
568,0.5123496055603027,nan,0.0003
569,0.5024412870407104,nan,0.0003
570,0.5175253748893738,nan,0.0003
571,0.5170133113861084,nan,0.0003
572,0.44093868136405945,nan,0.0003
573,0.5580909848213196,nan,0.0003
574,0.5487511157989502,nan,0.0003
575,0.43241140246391296,nan,0.0003
576,0.5110868811607361,nan,0.0003
577,0.49386200308799744,nan,0.0003
578,0.544384777545929,nan,0.0003
579,0.5098070502281189,nan,0.0003
580,0.47513312101364136,nan,0.0003
581,0.49223312735557556,nan,0.0003
582,0.5324032306671143,nan,0.0003
583,0.4858474135398865,nan,0.0003
584,0.502820611000061,nan,0.0003
585,0.5111805200576782,nan,0.0003
586,0.48993968963623047,nan,0.0003
587,0.507764458656311,nan,0.0003
588,0.49747222661972046,nan,0.0003
589,0.5270036458969116,nan,0.0003
590,0.5181462168693542,nan,0.0003
591,0.49361157417297363,nan,0.0003
592,0.4997437298297882,nan,0.0003
593,0.4751357138156891,nan,0.0003
594,0.5183398723602295,nan,0.0003
595,0.4787817895412445,nan,0.0003
596,0.5390547513961792,nan,0.0003
597,0.516496479511261,nan,0.0003
598,0.5180155038833618,nan,0.0003
599,0.5615614652633667,nan,0.0003
600,0.5119875073432922,0.5513366818544568,0.0003
601,0.5396266579627991,nan,0.0003
602,0.4776509404182434,nan,0.0003
603,0.5147872567176819,nan,0.0003
604,0.5118743777275085,nan,0.0003
605,0.5563623309135437,nan,0.0003
606,0.520041823387146,nan,0.0003
607,0.5210505127906799,nan,0.0003
608,0.5166300535202026,nan,0.0003
609,0.551086962223053,nan,0.0003
610,0.5118283033370972,nan,0.0003
611,0.5534837245941162,nan,0.0003
612,0.5087792277336121,nan,0.0003
613,0.546631932258606,nan,0.0003
614,0.5116708874702454,nan,0.0003
615,0.521567165851593,nan,0.0003
616,0.5060405135154724,nan,0.0003
617,0.5269531011581421,nan,0.0003
618,0.46967726945877075,nan,0.0003
619,0.52711021900177,nan,0.0003
620,0.5561487078666687,nan,0.0003
621,0.5035330653190613,nan,0.0003
622,0.4861886203289032,nan,0.0003
623,0.5018613338470459,nan,0.0003
624,0.5538156628608704,nan,0.0003
625,0.47627368569374084,nan,0.0003
626,0.5232912302017212,nan,0.0003
627,0.5086995959281921,nan,0.0003
628,0.5146611332893372,nan,0.0003
629,0.4892086982727051,nan,0.0003
630,0.5190502405166626,nan,0.0003
631,0.5200744271278381,nan,0.0003
632,0.5419878959655762,nan,0.0003
633,0.49304860830307007,nan,0.0003
634,0.49018922448158264,nan,0.0003
635,0.49126356840133667,nan,0.0003
636,0.45782601833343506,nan,0.0003
637,0.5047536492347717,nan,0.0003
638,0.5028752088546753,nan,0.0003
639,0.4949021637439728,nan,0.0003
640,0.523869514465332,nan,0.0003
641,0.45836567878723145,nan,0.0003
642,0.5051357746124268,nan,0.0003
643,0.49477681517601013,nan,0.0003
644,0.4931713938713074,nan,0.0003
645,0.5244117379188538,nan,0.0003
646,0.5306146144866943,nan,0.0003
647,0.5321609377861023,nan,0.0003
648,0.5318555235862732,nan,0.0003
649,0.5120589733123779,nan,0.0003
650,0.49873897433280945,nan,0.0003
651,0.5407273769378662,nan,0.0003
652,0.5076069235801697,nan,0.0003
653,0.5143018960952759,nan,0.0003
654,0.5155560374259949,nan,0.0003
655,0.5279926061630249,nan,0.0003
656,0.5051087141036987,nan,0.0003
657,0.5089223384857178,nan,0.0003
658,0.5090662837028503,nan,0.0003
659,0.5132283568382263,nan,0.0003
660,0.539776086807251,nan,0.0003
661,0.48126256465911865,nan,0.0003
662,0.470578134059906,nan,0.0003
663,0.528262197971344,nan,0.0003
