k,state,true_mean,sample_mean,sample_std,abs_err
2,0,0.15384615384615385,0.16930802736520512,0.12351344223675058,0.015461873519051261
2,1,0.6666666666666666,0.6509379110867777,0.2576850583971712,0.015728755579888953
2,2,0.5,0.5161226994876061,0.2957374454969789,0.01612269948760614
2,3,0.5,0.47076044372832127,0.2322857802671912,0.029239556271678735
