k,state,true_mean,sample_mean,sample_std,abs_err
5,0,0.5,0.5043967521791453,0.06873887397578057,0.004396752179145258
5,1,0.5,0.5004412265186458,0.06216499725735751,0.00044122651864575424
5,2,0.6666666666666666,0.5025822686898413,0.06151293682043629,0.16408439797682528
5,3,0.5,0.5057084977541018,0.0683035135173701,0.00570849775410176
5,4,0.5,0.4984952505567463,0.06881311400164702,0.0015047494432536834
5,5,0.3333333333333333,0.5109946269433675,0.06165399004072102,0.1776612936100342
5,6,0.5,0.49485322114514724,0.061828343326909514,0.005146778854852763
5,7,0.3333333333333333,0.5038504362973639,0.06097573117519921,0.1705171029640306
5,8,0.5,0.48945487356102524,0.06650016629862485,0.010545126438974761
5,9,0.5,0.5080106273730437,0.06757123782608881,0.0080106273730437
5,10,0.6666666666666666,0.49468376290022853,0.06771520224907993,0.1719829037664381
5,11,0.5,0.5145923937056208,0.061766414237120926,0.01459239370562082
5,12,0.5,0.488930497103704,0.06301041032428713,0.01106950289629599
5,13,0.5,0.5066399776469936,0.06900022135673473,0.0066399776469936445
5,14,0.3333333333333333,0.4941005415860778,0.060525830551454836,0.1607672082527445
5,15,0.5,0.5015415010947905,0.06644078419592135,0.001541501094790454
5,16,0.5,0.4966511086131842,0.06030940747048842,0.003348891386815822
5,17,0.3333333333333333,0.5004881776451228,0.06740787027952937,0.16715484431178945
5,18,0.5,0.49813932437911584,0.062415045320236735,0.0018606756208841557
5,19,0.6666666666666666,0.5054267883656983,0.06552399547622437,0.1612398783009683
5,20,0.5,0.4938027434678601,0.06573665921232504,0.0061972565321399276
5,21,0.3333333333333333,0.5094364728739584,0.06157834017769817,0.17610313954062512
5,22,0.5,0.49440691342109716,0.06660980164339238,0.0055930865789028394
5,23,0.5,0.5082197684271363,0.06189202460766442,0.008219768427136342
5,24,0.6666666666666666,0.49615380862196495,0.058825128214325756,0.17051285804470168
5,25,0.6666666666666666,0.5032001457981824,0.06139973693279156,0.16346652086848423
5,26,0.5,0.5101334969008594,0.062491129927161285,0.010133496900859407
5,27,0.5,0.5017905658595606,0.06786395973012065,0.001790565859560611
5,28,0.3333333333333333,0.4970822798073986,0.0565923502772278,0.1637489464740653
5,29,0.5,0.508890289787484,0.06715089020427148,0.008890289787483963
5,30,0.5,0.49132961354371796,0.0636323225095355,0.008670386456282042
5,31,0.5,0.4944827127126566,0.07067136064555073,0.005517287287343409
