k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
1,L6_D128_H8_M512,True,balanced,True,2000,2000,2032,8,0.5172299417989024,0.4816345351476817,7.390542839770867,nan,nan,300,200,artifacts/markov_k1_gaplt1_highcap_probe/k1/training_history.csv,artifacts/markov_k1_gaplt1_highcap_probe/k1/figures/step1_training_curve.png,checkpoints/markov_k1_gaplt1_highcap_probe/k1/best.pt
