k,state,true_mean,sample_mean,sample_std,abs_err
1,0,0.8571428571428571,0.8594464304379611,0.06914849184511633,0.002303573295104
1,1,0.4098360655737705,0.41240099927939367,0.07687706522640352,0.0025649337056231625
