k,model_config,use_positional_encoding,target_mode,quality_gate_passed,rollout_length,train_seq_len,max_seq_len,batch_size,step1_eval_model_nll,step1_eval_bayes_nll,step1_gap_pct,step2_posterior_mae,step3_lpe_rel_error_median_pct,steps_run,best_step,training_history_csv,training_curve_plot,checkpoint_path
2,L8_D256_H8_M1024,True,random,True,4000,4000,4096,8,0.5055249675150721,0.5016139477094759,0.7796872123383323,nan,nan,2300,2300,/root/icr/artifacts/markov_k2_overnight_20260220_034625/attempt_01_a01_l8d256_seed123_scout/k2/training_history.csv,/root/icr/artifacts/markov_k2_overnight_20260220_034625/attempt_01_a01_l8d256_seed123_scout/k2/figures/step1_training_curve.png,/root/icr/checkpoints/markov_k2_overnight_20260220_034625/attempt_01_a01_l8d256_seed123_scout/k2/best.pt
